R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
pso,psoptim,Rosenbrock,10,"(-4.79284499306232, -1.00927294464782, 3.96167634287849, -2.66184369567782, 0.820283903740346, -4.60370932240039, 2.93085264507681, 3.30957322847098, -2.50192797742784, -0.737267083022743)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",140,-,7.95366735290164,"(0.41330575962094, 0.182043861980219, 0.0340761802777392, 0.0042160269274594, -0.00298922219171191, 0.0132561548355323, 0.0110420504244916, 0.0115507856296611, 0.00684679683455267, 0.0182930859282126)",140,2240,2,Maximal number of iterations reached,0.111608982086182,secs,0.1
ABCoptim,abc_optim,Rosenbrock,10,"(-4.79284499306232, -1.00927294464782, 3.96167634287849, -2.66184369567782, 0.820283903740346, -4.60370932240039, 2.93085264507681, 3.30957322847098, -2.50192797742784, -0.737267083022743)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",47,-,9.35855831997472,"(0.263157894736842, 0.0538905945345539, 0.0118302999209713, 0.0823341966851757, 0.0277732098628728, 0.0266980077575369, 0.0513298201717824, 0.0014974468976898, 0.0569671879243058, -0.0121775374633008)",47,-,-,-,0.091285228729248,secs,0.1
nloptr,sbplx,Rosenbrock,10,"(-4.79284499306232, -1.00927294464782, 3.96167634287849, -2.66184369567782, 0.820283903740346, -4.60370932240039, 2.93085264507681, 3.30957322847098, -2.50192797742784, -0.737267083022743)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,4.09778543281714,"(-0.994547088379988, 0.998810963966324, 1.00266789469551, 1.00768814098028, 1.0158933284206, 1.03238380223968, 1.0653662112465, 1.13473564019268, 1.28817680756861, 1.6606509256613)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.066889762878418,secs,0.1
nloptr,cobyla,Rosenbrock,10,"(-4.79284499306232, -1.00927294464782, 3.96167634287849, -2.66184369567782, 0.820283903740346, -4.60370932240039, 2.93085264507681, 3.30957322847098, -2.50192797742784, -0.737267083022743)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,44.338950163142,"(-1.09105569815811, 0.946180440888593, 0.759365972132543, 0.486494189384999, 0.132316250935736, -0.475830464335434, 0.266108106348086, 0.116495770521021, 0.0284267407872983, 0.0100500470383468)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0731561183929443,secs,0.1
nloptr,bobyqa,Rosenbrock,10,"(-4.79284499306232, -1.00927294464782, 3.96167634287849, -2.66184369567782, 0.820283903740346, -4.60370932240039, 2.93085264507681, 3.30957322847098, -2.50192797742784, -0.737267083022743)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,3.98657911236161,"(-0.993263307616315, 0.99660594362616, 0.998240581097489, 0.998988446461607, 0.99922620777797, 0.999073550336451, 0.998453971046961, 0.997055735228748, 0.99417814912833, 0.988390156053144)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0809757709503174,secs,0.1
stats,optim,Rosenbrock,10,"(0.829506311565638, -0.770618284586817, -2.03587666386738, -4.09761643502861, -1.21716229012236, 2.81379266176373, 1.0946747707203, 1.98577280389145, -1.83710020733997, 1.04592509800568)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",10000,-,9.70127873301872e-08,"(0.999997649039621, 0.999996301468105, 0.999994109098291, 0.999989989667979, 0.999981786579721, 0.999965356440941, 0.999932404961316, 0.999866272429728, 0.999733567632563, 0.999467384280852)",287587,287587,1,NEW_X,69.3196971416473,secs,0.1
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,38.2900214342436,"(0.226005916692853, 0.188028929619003, -0.0170754815454972, 0.0845605755101817, -0.182528852826485, 0.0387902481876137, 0.304754926322953, -0.0950225086743214, 0.119018987615908, 0.330085240319696)",40,-,-,-,0.10339093208313,secs,0.1
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,101.850827082058,"(-0.807513355441821, 0.580914373432526, 0.794985442291095, 0.673505750498805, 0.598232762243586, 0.0506718717128041, -0.143739412961739, -0.0543217911384788, 0.498184938387087, 0.832618436567215)",40,82,-,-,0.0637245178222656,secs,0.1
pso,psoptim,Rosenbrock,10,"(0.829506311565638, -0.770618284586817, -2.03587666386738, -4.09761643502861, -1.21716229012236, 2.81379266176373, 1.0946747707203, 1.98577280389145, -1.83710020733997, 1.04592509800568)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",140,-,4.90422368286595,"(-0.979769028758865, 0.974694879741025, 0.965247350940238, 0.951837509899828, 0.921337675494803, 0.859905346342707, 0.775398987823847, 0.618112539124844, 0.411414130017901, 0.190924576987419)",140,2240,2,Maximal number of iterations reached,0.0976772308349609,secs,0.1
ABCoptim,abc_optim,Rosenbrock,10,"(0.829506311565638, -0.770618284586817, -2.03587666386738, -4.09761643502861, -1.21716229012236, 2.81379266176373, 1.0946747707203, 1.98577280389145, -1.83710020733997, 1.04592509800568)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",47,-,9.4380965733244,"(0.125323512946095, 0.0337252737510858, -0.00691801857639804, -0.0368700836851106, 0.00230966360609186, 0.0434823389266433, 0.0720098823844352, 0.00326331452448463, 0.0132536939381754, 0.0196160986160043)",47,-,-,-,0.0917320251464844,secs,0.1
nloptr,sbplx,Rosenbrock,10,"(0.829506311565638, -0.770618284586817, -2.03587666386738, -4.09761643502861, -1.21716229012236, 2.81379266176373, 1.0946747707203, 1.98577280389145, -1.83710020733997, 1.04592509800568)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,30.0506873299338,"(0.545458173085768, 0.29382322423657, 0.12870235921196, 0.149005081221361, 0.169813640218888, 0.442715630577684, 0.223061360459217, 0.0828488363185545, 0.189454800234681, 0.0377586077407137)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0669093132019043,secs,0.1
nloptr,cobyla,Rosenbrock,10,"(0.829506311565638, -0.770618284586817, -2.03587666386738, -4.09761643502861, -1.21716229012236, 2.81379266176373, 1.0946747707203, 1.98577280389145, -1.83710020733997, 1.04592509800568)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,6.1677224765075,"(0.79681946440631, 0.633086147208069, 0.39851742178983, 0.151301563676322, 0.0331641102238021, 0.0107879962518695, 0.011074159410479, 0.0105123566047098, 0.0110698833861912, 0.00128595101476352)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0744349956512451,secs,0.1
nloptr,bobyqa,Rosenbrock,10,"(0.829506311565638, -0.770618284586817, -2.03587666386738, -4.09761643502861, -1.21716229012236, 2.81379266176373, 1.0946747707203, 1.98577280389145, -1.83710020733997, 1.04592509800568)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,6.45756606633263e-29,"(1, 1, 1, 1, 1, 0.999999999999999, 0.999999999999999, 0.999999999999997, 0.999999999999995, 0.99999999999999)",1942,-,-4,"NLOPT_ROUNDOFF_LIMITED: Roundoff errors led to a breakdown of the optimization algorithm. In this case, the returned minimum may still be useful. (e.g. this error occurs in NEWUOA if one tries to achieve a tolerance too close to machine precision.)",0.0851333141326904,secs,0.1
stats,optim,Rosenbrock,10,"(3.74040164519101, 1.38846221147105, -1.2755517102778, -4.83627245528623, -4.11576806334779, -4.87415757961571, 0.652798563241959, -2.51529492205009, -1.77427721209824, 1.7448247410357)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",10000,-,1.21822698969908e-07,"(0.999997612080941, 0.999996190915687, 0.999993720850246, 0.999988992072486, 0.999979735577507, 0.999961198169335, 0.99992411711288, 0.999849757105417, 0.999700606678335, 0.99940129825691)",172,172,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0406086444854736,secs,0.1
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,24.5369035123453,"(0.461683597937993, 0.226909394830976, 0.3576565441291, 0.321740582013515, 0.255123898131216, 0.0333687228740586, -0.047119742116529, 0.0842047318708323, 0.152616957066265, 0.0484247008102032)",40,-,-,-,0.097012996673584,secs,0.1
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,103.678017732915,"(0.790265088435262, 0.885705276206136, 1.13285613173082, 1.00829180998728, 0.945601864222288, 0.874221716893255, 0.771946276072413, 0.305462817195803, 0.493163899984211, -0.472984100326293)",40,82,-,-,0.0668179988861084,secs,0.1
pso,psoptim,Rosenbrock,10,"(3.74040164519101, 1.38846221147105, -1.2755517102778, -4.83627245528623, -4.11576806334779, -4.87415757961571, 0.652798563241959, -2.51529492205009, -1.77427721209824, 1.7448247410357)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",140,-,9.67767709275089,"(-0.491194188188639, 0.26637459895378, 0.0783050956652612, 0.0243400798949231, 0.00199535167260767, 0.00928005485333905, 0.0322844520870383, 0.00508781184477558, 0.00380745145277141, 0.00317907163301778)",140,2240,2,Maximal number of iterations reached,0.0971732139587402,secs,0.1
ABCoptim,abc_optim,Rosenbrock,10,"(3.74040164519101, 1.38846221147105, -1.2755517102778, -4.83627245528623, -4.11576806334779, -4.87415757961571, 0.652798563241959, -2.51529492205009, -1.77427721209824, 1.7448247410357)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",47,-,9.94599019126074,"(0.327358219313059, 0.109154215084452, -0.00205311347234458, 0.0414474234965282, 0.0629670379411943, -0.0115554212394628, 0.0873979660241954, 0.0129098303027838, -0.0677395328714047, 0.0380797223320429)",47,-,-,-,0.100698232650757,secs,0.1
nloptr,sbplx,Rosenbrock,10,"(3.74040164519101, 1.38846221147105, -1.2755517102778, -4.83627245528623, -4.11576806334779, -4.87415757961571, 0.652798563241959, -2.51529492205009, -1.77427721209824, 1.7448247410357)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,8.72235731233198,"(0.400797491829414, 0.159612210565165, 0.0404093318867541, 0.0571968264381787, 0.0131912658182641, 0.0137857894645546, 0.0854719669021084, 0.0218894487759574, 0.0199377915981466, 0.00418412043068755)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0681121349334717,secs,0.1
nloptr,cobyla,Rosenbrock,10,"(3.74040164519101, 1.38846221147105, -1.2755517102778, -4.83627245528623, -4.11576806334779, -4.87415757961571, 0.652798563241959, -2.51529492205009, -1.77427721209824, 1.7448247410357)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,1663.31751790044,"(0.00646478081189686, 0.0206274113376293, -0.00120405155572067, -1.45871901988665, 0.404852503418852, -1.99512756869487, 1.56162666669655, 1.57366560866997, 2.23376762193325, 4.88200123038151)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0728604793548584,secs,0.1
nloptr,bobyqa,Rosenbrock,10,"(3.74040164519101, 1.38846221147105, -1.2755517102778, -4.83627245528623, -4.11576806334779, -4.87415757961571, 0.652798563241959, -2.51529492205009, -1.77427721209824, 1.7448247410357)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,5.22577338705954,"(0.889334178959188, 0.790083068916334, 0.623713647162987, 0.384507316573627, 0.165786414875399, 0.0417040651293712, 0.01098887227398, 0.019313570758547, 0.00960318770086893, 0.00755782483464899)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.080477237701416,secs,0.1
stats,optim,Rosenbrock,10,"(3.58828133204952, 3.6133158672601, 2.85858290968463, -0.9974250709638, -2.59754440514371, 4.29228211287409, -2.72987541742623, -1.07039148919284, 4.14061158895493, 1.7624185513705)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",10000,-,4.4843686719923e-08,"(0.999998950675884, 0.999998139570018, 0.999997011930489, 0.999994183555959, 0.999988510883643, 0.999977181748513, 0.999954320963672, 0.999908393871341, 0.999816774957036, 0.999633125359258)",201,201,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.0457868576049805,secs,0.1
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,30.6310488689588,"(0.355916317720693, 0.10941511761086, 0.0721468285143203, 0.0379834835179719, 0.224211016430893, 0.149532738108559, 0.152636856529352, -0.244905950063997, 0.191722144253593, -0.214579567649593)",40,-,-,-,0.0957016944885254,secs,0.1
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,81.840156412605,"(0.383715683109095, 0.128463292671417, 0.171806776870278, -0.62208011255485, 0.181256569552912, -0.257106176346541, 0.2477935648188, -0.124093362037093, 0.268338226224376, 0.216344355463312)",40,82,-,-,0.0713601112365723,secs,0.1
pso,psoptim,Rosenbrock,10,"(3.58828133204952, 3.6133158672601, 2.85858290968463, -0.9974250709638, -2.59754440514371, 4.29228211287409, -2.72987541742623, -1.07039148919284, 4.14061158895493, 1.7624185513705)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",140,-,7.5617423016193,"(0.567014146094795, 0.306014254862463, 0.0848594108018639, 0.0173998754524593, 0.00432935840196548, 0.0236032377441511, 0.00141450364779872, 0.0200118689952232, -0.00150069872767637, 0.0211127415293933)",140,2240,2,Maximal number of iterations reached,0.0912246704101562,secs,0.1
ABCoptim,abc_optim,Rosenbrock,10,"(3.58828133204952, 3.6133158672601, 2.85858290968463, -0.9974250709638, -2.59754440514371, 4.29228211287409, -2.72987541742623, -1.07039148919284, 4.14061158895493, 1.7624185513705)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",47,-,12.0453519128973,"(0.503927254075627, 0.334306369951032, 0.197632922142277, 0.0429437401166968, 0.0164199544459081, 0.0881728892617485, 0.0612121954272531, 0.059755668662521, 0.143026224043416, 0.108490185533957)",47,-,-,-,0.0919406414031982,secs,0.1
nloptr,sbplx,Rosenbrock,10,"(3.58828133204952, 3.6133158672601, 2.85858290968463, -0.9974250709638, -2.59754440514371, 4.29228211287409, -2.72987541742623, -1.07039148919284, 4.14061158895493, 1.7624185513705)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,1.44808119520986,"(1.00365235850286, 1.00619633923467, 1.01248029731001, 1.02416059918963, 1.0478985298147, 1.09702598782049, 1.20322001989161, 1.44811879923545, 2.0899307506466, 4.367576826219)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.071101188659668,secs,0.1
nloptr,cobyla,Rosenbrock,10,"(3.58828133204952, 3.6133158672601, 2.85858290968463, -0.9974250709638, -2.59754440514371, 4.29228211287409, -2.72987541742623, -1.07039148919284, 4.14061158895493, 1.7624185513705)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,1.41714824953214,"(1.00278415450486, 1.00561567020289, 1.01116591188094, 1.02278341995301, 1.04651755400178, 1.09543718362011, 1.20053308185497, 1.4417359578802, 2.08113869771113, 4.33274328136148)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0797543525695801,secs,0.1
nloptr,bobyqa,Rosenbrock,10,"(3.58828133204952, 3.6133158672601, 2.85858290968463, -0.9974250709638, -2.59754440514371, 4.29228211287409, -2.72987541742623, -1.07039148919284, 4.14061158895493, 1.7624185513705)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,2.42187349510245e-07,"(1.0000017292862, 0.999993688998517, 0.999989958659893, 0.999990604628858, 0.999971740126048, 0.999950056395607, 0.999901298591386, 0.999803203622885, 0.999606814239705, 0.999215985884141)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0811550617218018,secs,0.1
stats,optim,Rosenbrock,10,"(-4.86714920494705, -2.79009243706241, 3.57122094836086, 1.23767134267837, -0.319332769140601, 1.80076861288399, 3.05012807017192, 0.839870986528695, -0.4480942315422, -1.66066118283197)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",10000,-,3.98657919170684,"(-0.993261715030402, 0.9966033155629, 0.99823593589301, 0.998979740596877, 0.999209619788307, 0.99904198019328, 0.998392090120411, 0.996934206712833, 0.993937469564882, 0.987912103834111)",168,168,52,ERROR: ABNORMAL_TERMINATION_IN_LNSRCH,0.0414018630981445,secs,0.1
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,73.8388217066059,"(0.651072144508362, 0.578738406300545, 0.415182873606682, 0.243855953216553, -0.583306893706322, 0.687981888651848, 0.24408908188343, 0.0055401623249054, -0.198248863220215, -0.0373271703720093)",40,-,-,-,0.0894389152526855,secs,0.1
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,97.3562429537249,"(0.14301555597438, 0.39974067966459, 0.393062773530217, -0.0486668958291565, -0.342573306372748, 0.730444295433533, 0.547868962054939, 0.476293958343126, 0.617140473411675, 0.451349801696149)",40,82,-,-,0.0569403171539307,secs,0.1
pso,psoptim,Rosenbrock,10,"(-4.86714920494705, -2.79009243706241, 3.57122094836086, 1.23767134267837, -0.319332769140601, 1.80076861288399, 3.05012807017192, 0.839870986528695, -0.4480942315422, -1.66066118283197)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",140,-,6.51016158930675,"(0.745107505978998, 0.557805162879598, 0.303780939689651, 0.0969957292812256, 0.0150592051311784, 0.0136586617910282, 0.00719371946386277, 0.00790203030859982, 0.00232237885791958, 0.00103134884125944)",140,2240,2,Maximal number of iterations reached,0.104653835296631,secs,0.1
ABCoptim,abc_optim,Rosenbrock,10,"(-4.86714920494705, -2.79009243706241, 3.57122094836086, 1.23767134267837, -0.319332769140601, 1.80076861288399, 3.05012807017192, 0.839870986528695, -0.4480942315422, -1.66066118283197)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",47,-,7.71282750207011,"(0.511902990447297, 0.263157894736842, 0.0796695640753708, 0.0241232510277239, 0.0121184514533043, -0.013902949644938, -0.0122698091615117, 0.00827568680033833, 0.0267724562012616, -0.00556973508612568)",47,-,-,-,0.0976500511169434,secs,0.1
nloptr,sbplx,Rosenbrock,10,"(-4.86714920494705, -2.79009243706241, 3.57122094836086, 1.23767134267837, -0.319332769140601, 1.80076861288399, 3.05012807017192, 0.839870986528695, -0.4480942315422, -1.66066118283197)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,4.55326021721294,"(-0.998445675842041, 0.993625613390767, 0.986138384351918, 0.971764181306981, 0.943913948983005, 0.890347502119407, 0.794909593801017, 0.630312266895284, 0.400829699432642, 0.155914667629131)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0609045028686523,secs,0.1
nloptr,cobyla,Rosenbrock,10,"(-4.86714920494705, -2.79009243706241, 3.57122094836086, 1.23767134267837, -0.319332769140601, 1.80076861288399, 3.05012807017192, 0.839870986528695, -0.4480942315422, -1.66066118283197)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,159.297470094644,"(-1.54162393042454, 1.27001367376926, 1.11792092234795, 1.04928259481156, 1.00881341066396, 0.96313553763458, 0.88082900877198, 0.741460986787146, 0.558503100964793, 0.316063727244359)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0891964435577393,secs,0.1
nloptr,bobyqa,Rosenbrock,10,"(-4.86714920494705, -2.79009243706241, 3.57122094836086, 1.23767134267837, -0.319332769140601, 1.80076861288399, 3.05012807017192, 0.839870986528695, -0.4480942315422, -1.66066118283197)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,3.98657911234714,"(-0.99326337323207, 0.996606039686895, 0.998240611089889, 0.998988431777758, 0.999226149551475, 0.999073640989504, 0.9984541633807, 0.997056224524855, 0.994179321987668, 0.988392523969432)",1857,-,-4,"NLOPT_ROUNDOFF_LIMITED: Roundoff errors led to a breakdown of the optimization algorithm. In this case, the returned minimum may still be useful. (e.g. this error occurs in NEWUOA if one tries to achieve a tolerance too close to machine precision.)",0.0882391929626465,secs,0.1
stats,optim,Rosenbrock,10,"(0.23378987563774, 3.04876850917935, 1.83918026275933, -1.77390643162653, 1.95008064853027, -0.817470774054527, 0.38099467754364, 1.79315441055223, -1.40426434343681, 0.906477214302868)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",10000,-,1.21227385113161e-07,"(0.999997587812357, 0.99999614417742, 0.999993718541386, 0.99998905025911, 0.99997981758874, 0.999961336374419, 0.999924361602468, 0.999850123867164, 0.999701271215621, 0.999402600987776)",100,100,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0294945240020752,secs,0.1
GA,ga,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,86.0764070039462,"(-0.657908924533116, 0.556585597430093, 0.479946566203097, 0.452454910847788, 0.339959753703114, 0.410685879726076, 0.0200577188174848, -0.47383618206333, 0.798896348485955, 0.739116220143281)",40,-,-,-,0.103772878646851,secs,0.1
DEoptim,DEoptim,Rosenbrock,10,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",40,-,73.1034141921612,"(0.445481237485957, -0.168000310428715, 0.0109800866132487, 0.0454985374137764, -0.183596163738982, 0.194947049636524, 0.0664444320099431, 0.16668425242427, -0.608455665759743, 0.304278067268431)",40,82,-,-,0.0650234222412109,secs,0.1
pso,psoptim,Rosenbrock,10,"(0.23378987563774, 3.04876850917935, 1.83918026275933, -1.77390643162653, 1.95008064853027, -0.817470774054527, 0.38099467754364, 1.79315441055223, -1.40426434343681, 0.906477214302868)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",140,-,6.87112901744471,"(0.676882301393761, 0.45997423172568, 0.2133515433395, 0.0561732159749223, 0.0161424068155173, 0.00874155467801164, 0.00281847581575125, 0.00757037236414301, 0.0110692651543948, 0.00558361202969459)",140,2240,2,Maximal number of iterations reached,0.117981433868408,secs,0.1
ABCoptim,abc_optim,Rosenbrock,10,"(0.23378987563774, 3.04876850917935, 1.83918026275933, -1.77390643162653, 1.95008064853027, -0.817470774054527, 0.38099467754364, 1.79315441055223, -1.40426434343681, 0.906477214302868)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",47,-,10.3101613105811,"(0.331557820073175, 0.0820403942870971, -0.00565944509490245, -0.0240374012144249, -0.0474813374641699, 0.0306933202098107, 0.0982759824305637, 0.0937156502786019, 0.0220455936464608, 0.0450512758693852)",47,-,-,-,0.0903949737548828,secs,0.1
nloptr,sbplx,Rosenbrock,10,"(0.23378987563774, 3.04876850917935, 1.83918026275933, -1.77390643162653, 1.95008064853027, -0.817470774054527, 0.38099467754364, 1.79315441055223, -1.40426434343681, 0.906477214302868)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,7.74288664701441,"(-0.942198515347338, 0.897945446551863, 0.815323986023741, 0.669182537591051, 0.458348645922169, 0.215820142481726, 0.0570888604233388, 0.0130689341233553, 0.0101378639522941, 0.000151214803442968)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0801477432250977,secs,0.1
nloptr,cobyla,Rosenbrock,10,"(0.23378987563774, 3.04876850917935, 1.83918026275933, -1.77390643162653, 1.95008064853027, -0.817470774054527, 0.38099467754364, 1.79315441055223, -1.40426434343681, 0.906477214302868)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,0.173318377468016,"(0.99840443438156, 0.996820994087728, 0.99359235166376, 0.986711847482093, 0.973758928144294, 0.9481073183834, 0.898923204568538, 0.807621167254707, 0.650835326606642, 0.421814486664958)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0850162506103516,secs,0.1
nloptr,bobyqa,Rosenbrock,10,"(0.23378987563774, 3.04876850917935, 1.83918026275933, -1.77390643162653, 1.95008064853027, -0.817470774054527, 0.38099467754364, 1.79315441055223, -1.40426434343681, 0.906477214302868)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2000,2.89721493394061e-28,"(1, 1, 1, 1, 1, 1, 1, 1.00000000000001, 1.00000000000001, 1.00000000000003)",2000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0935239791870117,secs,0.1
